Wall time,Step,Value
1745169168.411712,1,0.08813014626502991
1745169175.1236963,2,0.10497186332941055
1745169181.664345,3,0.0923537164926529
1745169188.5109391,4,0.1520845592021942
1745169195.6435163,5,0.281620591878891
1745169208.7374744,6,0.5032073855400085
1745169216.60414,7,1.0543688535690308
1745169224.6402411,8,1.7149266004562378
1745169233.0878863,9,2.1952576637268066
1745169242.2255821,10,3.126675844192505
1745169258.473198,11,4.941466331481934
1745169269.5573215,12,5.9201202392578125
1745169283.0365362,13,7.170060634613037
1745169297.5826936,14,8.741361618041992
1745169313.281631,15,9.272995948791504
1745169337.1633852,16,9.33183479309082
1745169355.9070396,17,9.875509262084961
1745169375.0423493,18,10.643312454223633
1745169395.925784,19,10.945515632629395
1745169417.4866533,20,11.862617492675781
1745169446.0470643,21,11.999037742614746
1745169468.7205698,22,12.495725631713867
1745169492.2128618,23,12.526534080505371
1745169516.0853648,24,13.520088195800781
1745169540.2368946,25,13.740701675415039
1745169570.5398157,26,14.075819969177246
1745169594.8661096,27,15.282153129577637
1745169619.0558877,28,15.957172393798828
1745169642.9966087,29,17.130168914794922
1745169666.8647866,30,17.538467407226562
1745169697.6062477,31,18.318115234375
1745169722.3876603,32,19.8969783782959
1745169747.3444076,33,20.852537155151367
1745169772.0045784,34,21.235015869140625
1745169796.5735068,35,21.1892147064209
1745169827.158767,36,21.928997039794922
1745169851.5833614,37,22.383970260620117
1745169876.004359,38,22.49729347229004
1745169900.555871,39,22.5234317779541
1745169924.9534786,40,23.20193862915039
1745169955.0967028,41,23.052453994750977
1745169979.4268682,42,23.62502670288086
1745170003.4805794,43,23.680923461914062
1745170027.455872,44,23.568674087524414
1745170051.501765,45,24.87702751159668
1745170081.7349603,46,24.896486282348633
1745170105.7816727,47,26.167112350463867
1745170129.88381,48,25.516284942626953
1745170153.913012,49,27.70450782775879
1745170178.2285392,50,26.576879501342773
1745170207.859765,51,26.867830276489258
1745170231.5888402,52,28.057941436767578
1745170255.3296,53,27.444293975830078
1745170279.2206137,54,28.542144775390625
1745170302.9677706,55,28.085241317749023
1745170332.601176,56,27.063011169433594
1745170356.5315845,57,28.399559020996094
1745170380.6933386,58,29.109966278076172
1745170404.8133812,59,29.332883834838867
1745170429.0199106,60,28.215190887451172
1745170459.2004216,61,28.338016510009766
1745170483.05634,62,28.618019104003906
1745170506.825033,63,27.06426239013672
1745170530.7179766,64,26.959182739257812
1745170554.717775,65,26.608291625976562
1745170584.3414006,66,26.22226333618164
1745170608.4500105,67,26.964027404785156
1745170632.375295,68,26.648479461669922
1745170656.2456203,69,25.056882858276367
1745170679.8449013,70,26.449365615844727
1745170709.6399415,71,24.94597816467285
1745170733.7913074,72,23.889495849609375
1745170757.9065793,73,24.59830665588379
1745170782.0594518,74,23.14225959777832
1745170806.4517798,75,25.05393409729004
1745170836.342656,76,23.951871871948242
1745170860.3917925,77,20.789779663085938
1745170884.554615,78,20.28734588623047
1745170908.4108462,79,21.847318649291992
1745170932.4687839,80,21.686487197875977
1745170962.4236536,81,22.321596145629883
1745170986.6206505,82,20.692625045776367
1745171010.4109943,83,19.781129837036133
1745171034.186065,84,21.767173767089844
1745171058.328731,85,19.069190979003906
1745171088.4617853,86,21.3057861328125
1745171112.8130603,87,19.852569580078125
1745171137.266367,88,19.86503028869629
1745171161.4060862,89,18.7808837890625
1745171185.8469794,90,20.74818992614746
1745171215.7453687,91,21.099088668823242
1745171239.7648423,92,19.099445343017578
1745171263.756039,93,20.700109481811523
1745171288.0268896,94,20.275775909423828
1745171312.3931472,95,21.00874137878418
1745171342.348745,96,19.128536224365234
1745171366.5810814,97,20.1116886138916
