Wall time,Step,Value
1745162575.8952866,1,0.08813014626502991
1745162582.3861735,2,0.10369731485843658
1745162588.9614542,3,0.08851876109838486
1745162595.5454254,4,0.15970063209533691
1745162602.341313,5,0.15697398781776428
1745162614.6131108,6,0.24102041125297546
1745162621.6663847,7,0.36448654532432556
1745162628.85769,8,0.48344355821609497
1745162636.1336305,9,0.7306415438652039
1745162643.5937626,10,1.179429292678833
1745162656.9980972,11,1.6697862148284912
1745162664.8640816,12,2.2950501441955566
1745162673.2562296,13,3.0345041751861572
1745162682.1746411,14,3.500734567642212
1745162692.2861094,15,4.662038803100586
1745162708.601068,16,5.252964019775391
1745162720.227988,17,6.201332092285156
1745162732.3669472,18,7.063817024230957
1745162745.4817457,19,7.514826774597168
1745162758.7779312,20,8.189964294433594
1745162779.0794873,21,8.443493843078613
1745162794.0587757,22,9.125405311584473
1745162810.1476011,23,9.190773010253906
1745162827.1289957,24,9.716569900512695
1745162845.12966,25,10.160937309265137
1745162868.9026291,26,10.658498764038086
1745162887.5880888,27,10.829002380371094
1745162906.5239863,28,11.425597190856934
1745162926.3820665,29,12.023547172546387
1745162946.9300473,30,12.367205619812012
1745162973.8192546,31,12.820378303527832
1745162995.1604662,32,13.361332893371582
1745163016.693369,33,14.049077033996582
1745163038.295391,34,14.771119117736816
1745163059.7561347,35,15.666914939880371
1745163087.5816593,36,16.18987274169922
1745163109.536736,37,16.665630340576172
1745163132.0102932,38,17.25784683227539
1745163154.0785143,39,17.936094284057617
1745163176.2974353,40,18.499835968017578
1745163204.9189155,41,19.072046279907227
1745163227.371549,42,20.53738021850586
1745163250.3627799,43,20.781478881835938
1745163273.847181,44,21.613571166992188
1745163297.506193,45,21.46529197692871
1745163327.217884,46,22.905536651611328
1745163351.048725,47,22.683448791503906
1745163375.1047378,48,22.913291931152344
1745163399.4661472,49,23.045345306396484
1745163423.3779042,50,24.26157569885254
1745163453.3918107,51,24.544958114624023
1745163477.3450136,52,24.37449836730957
1745163501.1357183,53,23.15018081665039
1745163524.9119935,54,24.083839416503906
1745163548.6291668,55,24.436203002929688
1745163577.494064,56,25.065797805786133
1745163600.8553374,57,25.68377113342285
1745163624.3621778,58,26.340991973876953
1745163647.8493884,59,25.794635772705078
1745163671.3219705,60,26.62417221069336
1745163700.7370605,61,25.98959732055664
1745163724.0326798,62,25.925485610961914
1745163747.4295442,63,26.04058265686035
1745163770.9697676,64,26.16761589050293
1745163794.6318593,65,26.411449432373047
1745163823.5886776,66,26.443723678588867
1745163847.1193035,67,27.05405044555664
1745163870.5400903,68,26.458656311035156
1745163893.832818,69,27.616586685180664
1745163917.1508653,70,26.595243453979492
1745163946.39861,71,26.719663619995117
1745163969.7049034,72,26.48540687561035
1745163992.7014525,73,27.423748016357422
1745164015.7645953,74,27.807836532592773
1745164038.80446,75,27.784637451171875
1745164067.9808462,76,27.619234085083008
1745164091.51914,77,26.415132522583008
1745164115.0242598,78,27.617267608642578
1745164138.481728,79,27.538713455200195
1745164161.9488027,80,27.400989532470703
1745164191.1201282,81,25.09416961669922
1745164214.6237915,82,26.81059455871582
1745164238.1676333,83,25.517114639282227
1745164261.7270393,84,26.230024337768555
1745164285.2487905,85,26.99347496032715
1745164314.4307535,86,24.444496154785156
1745164337.958868,87,24.477880477905273
1745164361.4365153,88,24.130107879638672
1745164384.8362334,89,24.650550842285156
1745164408.2367134,90,24.416162490844727
1745164437.3199062,91,24.58806610107422
1745164460.4631975,92,24.75113868713379
1745164483.3539114,93,23.379364013671875
1745164506.3546822,94,23.998973846435547
1745164529.712713,95,23.308269500732422
1745164558.9502733,96,23.49025535583496
1745164582.022764,97,22.900115966796875
