Wall time,Step,Value
1745171385.6955738,1,0.0
1745171388.5166159,2,0.0
1745171391.234627,3,0.0
1745171394.038896,4,0.0
1745171397.1821074,5,0.0
1745171405.435767,6,0.0
1745171408.391311,7,0.0
1745171411.5181568,8,0.0
1745171414.7398582,9,0.0
1745171417.994246,10,0.0
1745171427.2740664,11,0.0
1745171430.782291,12,0.0
1745171434.3595755,13,0.0
1745171437.9587216,14,0.0
1745171441.5874982,15,0.0
1745171450.8725312,16,0.0
1745171454.6314588,17,0.0
1745171458.378445,18,0.0
1745171462.1206505,19,0.0
1745171465.9213142,20,0.0
1745171475.4391773,21,0.0
1745171479.5030043,22,0.0
1745171483.5779066,23,0.0
1745171487.7348404,24,0.0
1745171491.930069,25,0.0
1745171501.7795076,26,0.0
1745171506.0024648,27,0.0
1745171510.2184951,28,0.0
1745171514.4612458,29,0.0
1745171518.8041308,30,0.0
1745171528.963675,31,0.0
1745171533.4464653,32,0.0
1745171537.8541665,33,0.0
1745171542.274799,34,0.0
1745171546.7347927,35,0.0
1745171557.0347514,36,0.0
1745171561.4519093,37,0.0
1745171565.9000235,38,0.0
1745171570.410443,39,0.0
1745171574.876371,40,0.0
1745171584.844866,41,0.0
1745171589.394339,42,0.0
1745171593.9005017,43,0.0
1745171598.4722073,44,0.0
1745171603.1597822,45,0.0
1745171613.5738616,46,0.0
1745171618.256866,47,0.0
1745171622.9127767,48,0.0
1745171627.5713146,49,0.0
1745171632.272634,50,0.0
1745171642.7930295,51,0.0
1745171647.617605,52,0.0
1745171652.6803157,53,0.0
1745171657.5410295,54,0.012987012974917889
1745171662.9195108,55,0.0
1745171673.893267,56,0.0
1745171679.5106926,57,0.016393441706895828
1745171685.1477625,58,0.017241379246115685
1745171690.730994,59,0.018518518656492233
1745171696.3570669,60,0.0
1745171707.6698945,61,0.0
1745171713.5156097,62,0.02083333395421505
1745171719.1787584,63,0.0
1745171725.3237095,64,0.02222222276031971
1745171731.3977077,65,0.0
